id,city,year,trend_lg_agri_predicted,trend_lg_nonagri_predicted,trend_lg_gdppc_predicted,v1,v8,province_id,province,lg_nonagri_predicted,lg_agri_predicted,lg_gdppc_predicted,lg_totalgdp_predicted,lg101214,urban_population,total_population,emp_agri,emp_ind,emp_ser,emp_agri_gr,emp_nonagri,emp_nonagri_gr,agri_gdp,nonagri_gdp,non_agri_share,agri_gdp_empgr,nonagri_gdp_empgr,ln_total_population,urban_pop_percent,club_trend_lg_gdppc_predicted,club_trend_lg_nonagri_predicted,club_trend_lg_agri_predicted,fclub_trend_lg_gdppc_predicted,fclub_trend_lg_nonagri_predicted,fclub_trend_lg_agri_predicted,re_trend_lg_gdppc_predicted,re_trend_lg_nonagri_predicted,re_trend_lg_agri_predicted,empnonagri_interpolated,empagri_interpolated,empnonagri_gr_new,empagri_gr_new,lg_pop,agri_inter_new,nonagri_inter_new
110000,北京市,2004,4.318490982055664,9.022713661193848,10.793742179870605,3,1415,110000,Beijing,8.789450645446777,4.291224956512451,10.571342468261719,8.800518035888672,9.035706520080566,11579828,14170503,7.1999969482421875,27.260000228881836,65.54000091552734,NA,92.80000305175781,NA,73.05590057373047,6564.625,0.988993763923645,-125.6561508178711,11291.1552734375,16.466672897338867,0.8171783089637756,4,NA,34,2,NA,28,1.131587266921997,1.5119863748550415,1.063445806503296,92.80000305175781,7.1999969482421875,1.720001220703125,-1.720001220703125,16.466673108566834,-125.6562440880159,11291.162803872565
110000,北京市,2005,4.384820461273193,9.116159439086914,10.876255989074707,4,1786,110000,Beijing,9.0295867919921875,4.344534397125244,10.797304153442383,9.038776397705078,9.028996467590332,11655225,14251875,7.089996337890625,26.31999969482422,66.589996337890625,-0.1100006103515625,92.910003662109375,0.1100006103515625,77.05615234375,8346.41015625,0.9908521771430969,-8.476176261901855,918.1051025390625,16.47239875793457,0.817802906036377,4,NA,34,2,NA,28,1.128592848777771,1.4998029470443726,1.0625442266464233,NA,NA,NA,NA,16.47239903497055,NA,NA
110000,北京市,2006,4.451082229614258,9.20902156829834,10.95821475982666,5,2157,110000,Beijing,9.191402435302734,4.386099815368652,10.943153381347656,9.199555397033691,9.029773712158203,11778702,14335465,0.51999664306640625,27.639999389648438,71.839996337890625,-6.569999694824219,99.4800033569336,6.569999694824219,80.3265151977539,9812.40234375,0.9918802380561829,-527.7452392578125,64467.484375,16.478246688842773,0.8216477036476135,4,NA,34,2,NA,28,1.1256370544433594,1.4880406856536865,1.0616788864135742,NA,NA,NA,NA,16.4782470948621,NA,NA
110000,北京市,2007,4.517106533050537,9.300500869750977,11.038864135742188,6,2528,110000,Beijing,9.297534942626953,4.452594757080078,11.035968780517578,9.30537223815918,9.01526927947998,11907847,14421595,0.5,26.459999084472656,73.04000091552734,-0.01999664306640625,99.5,0.01999664306640625,85.84941101074219,10911.08984375,0.992193341255188,-1.716988205909729,218.22178649902344,16.484237670898438,0.8256955742835999,4,NA,34,2,NA,28,1.1227030754089355,1.4766855239868164,1.060860514640808,NA,NA,NA,NA,16.484237293967738,NA,NA
110000,北京市,2008,4.582562446594238,9.389754295349121,11.117412567138672,7,2899,110000,Beijing,9.42536449432373,4.576198101043701,11.153507232666016,9.433168411254883,9.002544403076172,12003953,14511200,0.45999908447265625,24.59000015258789,74.94999694824219,-0.04000091552734375,99.54000091552734,0.04000091552734375,97.14435577392578,12398.91796875,0.9922260046005249,-3.8857741355895996,495.9566955566406,16.49043083190918,0.8272198438644409,4,NA,34,2,NA,28,1.1197835206985474,1.465742588043213,1.0600979328155518,NA,NA,NA,NA,16.490431323025895,NA,NA
110000,北京市,2009,4.6469573974609375,9.475930213928223,11.193061828613281,8,3270,110000,Beijing,9.535016059875488,4.641080379486084,11.25939655303955,9.54248046875,8.986810684204102,12116751,14604689,0.529998779296875,23.440000534057617,76.029998779296875,0.06999969482421875,99.470001220703125,-0.06999969482421875,103.6562728881836,13835.818359375,0.9925638437271118,6.219376087188721,-968.50726318359375,16.49685287475586,0.8296480178833008,4,NA,34,2,NA,28,1.1168766021728516,1.4552251100540161,1.0593838691711426,NA,NA,NA,NA,16.496853199499885,NA,NA
110000,北京市,2010,4.70978307723999,9.558266639709473,11.265105247497559,9,3641,110000,Beijing,9.66370677947998,4.739130020141602,11.362788200378418,9.67094612121582,8.969075202941895,12087508,14512027,0.5,23.389999389648438,76.11000061035156,-0.029998779296875,99.5,0.029998779296875,114.33468627929688,15736.0068359375,0.9927865862846375,-2.286693572998047,472.0802001953125,16.490488052368164,0.8329303860664368,4,NA,34,2,NA,28,1.1139875650405884,1.4451558589935303,1.0587176084518433,NA,NA,NA,NA,16.490488311864542,NA,NA
110000,北京市,2011,4.7705159187316895,9.636149406433105,11.332999229431152,10,4012,110000,Beijing,9.7998685836792,4.849608421325684,11.490575790405273,9.806924819946289,8.949235916137695,12136546,14583986,0.339996337890625,24.209999084472656,75.44999694824219,-0.160003662109375,99.660003662109375,0.160003662109375,127.69037628173828,18031.375,0.9929682016372681,-20.43045997619629,2885.02001953125,16.495433807373047,0.8321830630302429,4,NA,34,2,NA,28,1.111129879951477,1.4355658292770386,1.0581002235412598,NA,NA,NA,NA,16.495434635384058,NA,NA
110000,北京市,2012,4.828705787658691,9.709227561950684,11.39644718170166,11,4383,110000,Beijing,9.90031623840332,4.944128036499023,11.583090782165527,9.907331466674805,8.918534278869629,16533811,19758804,0.30999755859375,22.68000030517578,77.01000213623047,-0.029998779296875,99.69000244140625,0.029998779296875,140.34841918945312,19936.673828125,0.9930095076560974,-4.210452556610107,598.1002197265625,16.799110412597656,0.8367819786071777,4,NA,34,2,NA,28,1.1083186864852905,1.426474928855896,1.0575288534164429,NA,NA,NA,NA,16.799109722136414,NA,NA
110000,北京市,2013,4.884101390838623,9.777559280395508,11.455543518066406,12,4754,110000,Beijing,9.8152923583984375,4.991762161254883,11.47746467590332,9.823298454284668,8.880091667175293,16795728,19853414,0.4199981689453125,21.940000534057617,77.63999938964844,0.1100006103515625,99.58000183105469,-0.1100006103515625,147.19557189941406,18311.642578125,0.9920257329940796,16.191513061523438,-2014.2806396484375,16.80388641357422,0.8459869027137756,4,NA,34,2,NA,28,1.1055748462677002,1.4178928136825562,1.0570014715194702,NA,NA,NA,NA,16.803886540233336,NA,NA
110000,北京市,2014,4.93673849105835,9.841681480407715,11.51085090637207,13,5125,110000,Beijing,9.8719940185546875,4.9848480224609375,11.536797523498535,9.879508972167969,8.842062950134277,16917878,19943294,0.43000030517578125,21.15999984741211,78.410003662109375,0.01000213623046875,99.56999969482422,-0.01000213623046875,146.1813507080078,19379.9453125,0.9925135374069214,1.4618134498596191,-193.79945373535156,16.80840301513672,0.8482990860939026,4,NA,34,2,NA,28,1.1029284000396729,1.409826397895813,1.0565156936645508,NA,NA,NA,NA,16.80840350444144,NA,NA
110000,北京市,2015,4.9869232177734375,9.902225494384766,11.56298828125,14,5496,110000,Beijing,9.907174110412598,5.035305500030518,11.561063766479492,9.914803504943848,8.794095993041992,17076888,20116886,0.5,19.43000030517578,80.06999969482422,0.06999969482421875,99.5,-0.06999969482421875,153.74655151367188,20073.8671875,0.9923991560935974,10.762258529663086,-1405.170654296875,16.81707000732422,0.8488832712173462,4,NA,34,2,NA,28,1.1003868579864502,1.4022390842437744,1.0560684204101562,NA,NA,NA,NA,16.81707011984572,NA,NA
110000,北京市,2016,5.035080909729004,9.959896087646484,11.61263656616211,15,5867,110000,Beijing,9.948567390441895,5.063218116760254,11.599050521850586,9.956095695495605,8.765320777893066,17166484,20205976,0.470001220703125,18.5,81.029998779296875,-0.029998779296875,99.529998779296875,0.029998779296875,158.09848022460938,20922.2265625,0.9925001859664917,-4.742954254150391,627.66680908203125,16.821489334106445,0.849574625492096,4,NA,34,2,NA,28,1.0979419946670532,1.395066499710083,1.055647611618042,NA,NA,NA,NA,16.821488960203098,NA,NA
110000,北京市,2017,5.081758499145508,10.015413284301758,11.660472869873047,16,6238,110000,Beijing,9.986150741577148,5.023017406463623,11.61867904663086,9.993117332458496,8.69944953918457,17242334,20291018,0.4199981689453125,17.489999771118164,82.089996337890625,-0.0500030517578125,99.58000183105469,0.0500030517578125,151.86886596679688,21723.517578125,0.9930575489997864,-7.593443393707275,1086.1759033203125,16.8256893157959,0.8497520685195923,4,NA,34,2,NA,28,1.095578908920288,1.388236403465271,1.0552427768707275,NA,NA,NA,NA,16.82568888304217,NA,NA
110000,北京市,2018,5.127573490142822,10.069467544555664,11.707141876220703,17,6609,110000,Beijing,10.026330947875977,5.053849220275879,11.649253845214844,10.033232688903809,8.681158065795898,17209256,20369372,0.31999969482421875,16.549999237060547,83.12999725341797,-0.09999847412109375,99.68000030517578,0.09999847412109375,156.6241912841797,22614.146484375,0.9931216835975647,-14.09617805480957,2261.414794921875,16.82954216003418,0.8448594212532043,4,NA,34,2,NA,28,1.093283772468567,1.3816828727722168,1.0548478364944458,NA,NA,NA,NA,16.829542958076296,NA,NA
110000,北京市,2019,5.172995567321777,10.122675895690918,11.753182411193848,18,6980,110000,Beijing,10.053487777709961,5.101217269897461,11.689371109008789,10.060530662536621,8.644454002380371,17299328,20441914,0.0500030517578125,15.569999694824219,84.37999725341797,-0.26999664306640625,99.94999694824219,0.26999664306640625,164.22169494628906,23236.689453125,0.9929822683334351,-45.98207473754883,6273.90625,16.833097457885742,0.8462675213813782,4,NA,34,2,NA,28,1.0910414457321167,1.3753433227539062,1.0544602870941162,NA,NA,NA,NA,16.833097958837556,NA,NA
110000,北京市,2020,5.218311309814453,10.17554759979248,11.79898738861084,19,7351,110000,Beijing,10.040946960449219,5.175691604614258,11.705100059509277,10.048626899719238,8.634050369262695,17082172,20511508,NA,NA,NA,NA,NA,NA,176.91893005371094,22947.103515625,0.9923491477966309,NA,NA,16.836496353149414,0.8328091502189636,4,NA,34,2,NA,28,1.0888351202011108,1.36915922164917,1.0540810823440552,NA,NA,NA,NA,16.836496652455427,NA,NA
120000,天津市,2004,4.482790470123291,8.4141206741333,10.574864387512207,23,1417,120000,Tianjin (city),8.18273639678955,4.460112571716309,10.357895851135254,8.2066192626953125,8.972493171691895,7226838.5,10217426,0.4499969482421875,49.93000030517578,49.619998931884766,NA,99.55000305175781,NA,86.49724578857422,3578.6337890625,0.9763999581336975,-5.1898345947265625,178.9316864013672,16.139604568481445,0.7073051929473877,4,1,26,2,1,23,1.1086406707763672,1.4100011587142944,1.103905200958252,99.55000305175781,0.4499969482421875,0.0500030517578125,-0.0500030517578125,16.139605251918198,-4.325126253229798,178.94261297428574
120000,天津市,2005,4.548173427581787,8.515131950378418,10.666271209716797,24,1788,120000,Tianjin (city),8.40359115600586,4.499112606048584,10.562346458435059,8.423542022705078,8.969808578491211,7277574,10276223,0.4199981689453125,50.22999954223633,49.349998474121094,-0.029998779296875,99.58000183105469,0.029998779296875,89.937286376953125,4463.0654296875,0.9802466034889221,-2.6981184482574463,133.89195251464844,16.145343780517578,0.7081953883171082,4,1,26,2,1,23,1.1068034172058105,1.400921106338501,1.102128505706787,NA,NA,NA,NA,16.14534333802744,NA,NA
120000,天津市,2006,4.613499641418457,8.615565299987793,10.757136344909668,25,2159,120000,Tianjin (city),8.603890419006348,4.550749778747559,10.750988006591797,8.6211090087890625,8.968377113342285,7472319.5,10331546,0.37000274658203125,50.45000076293945,49.18000030517578,-0.04999542236328125,99.62999725341797,0.04999542236328125,94.7033920288086,5452.83203125,0.9829287528991699,-4.735169887542725,272.6416015625,16.150712966918945,0.7232527732849121,4,1,26,2,1,23,1.1049821376800537,1.3921470642089844,1.1004189252853394,NA,NA,NA,NA,16.150712491078732,NA,NA
120000,天津市,2007,4.678590297698975,8.71456241607666,10.846656799316406,26,2530,120000,Tianjin (city),8.726075172424316,4.627065658569336,10.861675262451172,8.742527961730957,8.967891693115234,7576196,10392458,0.37000274658203125,49.599998474121094,50.029998779296875,0,99.62999725341797,0,102.21369171142578,6161.49755859375,0.9836816191673279,0,0,16.156591415405273,0.7290090322494507,4,1,26,2,1,23,1.1031547784805298,1.383653163909912,1.098785638809204,NA,NA,NA,NA,16.15659090872477,NA,NA
120000,天津市,2008,4.74310827255249,8.811237335205078,10.934014320373535,27,2901,120000,Tianjin (city),8.84857177734375,4.728573799133301,10.973278045654297,8.864686012268066,8.964698791503906,7635721.5,10456699,0.3600006103515625,46.91999816894531,52.720001220703125,-0.01000213623046875,99.63999938964844,0.01000213623046875,113.13409423828125,6964.43505859375,0.9840151071548462,-2.262681722640991,69.64434814453125,16.16275405883789,0.7302229404449463,4,1,26,2,1,23,1.1013110876083374,1.3754359483718872,1.0972375869750977,NA,NA,NA,NA,16.162753383620206,NA,NA
120000,天津市,2009,4.806589126586914,8.904731750488281,11.01842975616455,28,3272,120000,Tianjin (city),8.958209991455078,4.803016185760498,11.079158782958984,8.973771095275879,8.966035842895508,7690368,10524047,0.3600006103515625,47.70000076293945,51.939998626708984,0,99.63999938964844,0,121.87747192382812,7771.43408203125,0.9845594167709351,2.437549352645874,0,16.169174194335938,0.7307424545288086,4,1,26,2,1,23,1.0994513034820557,1.367505669593811,1.0957757234573364,NA,NA,NA,NA,16.169173387114864,NA,NA
120000,天津市,2010,4.868531227111816,8.994282722473145,11.099221229553223,29,3643,120000,Tianjin (city),9.090353012084961,4.89807653427124,11.186396598815918,9.105351448059082,8.961085319519043,7683150.5,10457248,0.339996337890625,47.529998779296875,52.130001068115234,-0.0200042724609375,99.660003662109375,0.0200042724609375,134.03172302246094,8869.31640625,0.9851131439208984,-2.6806344985961914,177.38632202148438,16.162805557250977,0.7347201108932495,4,1,26,2,1,23,1.0975836515426636,1.3598846197128296,1.09440279006958,NA,NA,NA,NA,16.162805884470487,NA,NA
120000,天津市,2011,4.928424835205078,9.07925796508789,11.175858497619629,30,4014,120000,Tianjin (city),9.225799560546875,5.005584716796875,11.313366889953613,9.240387916564941,8.95456600189209,7728038,10530766,0.23000335693359375,58.84000015258789,40.93000030517578,-0.10999298095703125,99.7699966430664,0.10999298095703125,149.24432373046875,10155.79296875,0.9855173230171204,-19.401762008666992,1117.13720703125,16.169811248779297,0.7338533401489258,4,1,26,2,1,23,1.095723271369934,1.3526017665863037,1.0931243896484375,NA,NA,NA,NA,16.169811626003813,NA,NA
120000,天津市,2012,4.985832214355469,9.15926742553711,11.248028755187988,31,4385,120000,Tianjin (city),9.322391510009766,5.1021623611450195,11.401595115661621,9.336979866027832,8.94711685180664,9764152,12958111,0.19000244140625,56.2599983215332,43.54999923706055,-0.04000091552734375,99.80999755859375,0.04000091552734375,164.37696838378906,11185.7001953125,0.9855175614356995,-4.931308746337891,447.4280090332031,16.37723159790039,0.7535166144371033,4,1,26,2,1,23,1.093884825706482,1.3456751108169556,1.0919408798217773,NA,NA,NA,NA,16.3772324820921,NA,NA
120000,天津市,2013,5.040511131286621,9.234288215637207,11.315765380859375,32,4756,120000,Tianjin (city),9.3115873336792,5.141988754272461,11.378592491149902,9.326927185058594,8.938431739807129,9967510,13024074,0.18000030517578125,54.709999084472656,45.11000061035156,-0.01000213623046875,99.81999969482422,0.01000213623046875,171.0556182861328,11065.4990234375,0.9847768545150757,-1.710556149482727,110.65499114990234,16.38231086730957,0.7653142809867859,4,1,26,2,1,23,1.0920848846435547,1.3391103744506836,1.0908511877059937,NA,NA,NA,NA,16.3823100490265,NA,NA
120000,天津市,2014,5.092508316040039,9.304701805114746,11.379481315612793,33,5127,120000,Tianjin (city),9.368169784545898,5.137272834777832,11.437796592712402,9.382604598999023,8.932424545288086,10017739,13083202,0.1699981689453125,55.279998779296875,44.54999923706055,-0.01000213623046875,99.83000183105469,0.01000213623046875,170.25083923339844,11709.6640625,0.9856690168380737,-1.7025083303451538,117.09664154052734,16.386838912963867,0.7656947374343872,4,1,26,2,1,23,1.0903410911560059,1.3329037427902222,1.0898520946502686,NA,NA,NA,NA,16.386839675257637,NA,NA
120000,天津市,2015,5.142125129699707,9.371087074279785,11.439751625061035,34,5498,120000,Tianjin (city),9.393106460571289,5.189918518066406,11.450658798217773,9.4079437255859375,8.92911148071289,10074404,13197034,0.18000030517578125,51.34000015258789,48.47999954223633,0.01000213623046875,99.81999969482422,-0.01000213623046875,179.4539337158203,12005.3359375,0.9852722883224487,1.7945393323898315,-120.05335998535156,16.3955020904541,0.7633839249610901,4,1,26,2,1,23,1.0886590480804443,1.3270254135131836,1.088935136795044,NA,NA,NA,NA,16.395502665338757,NA,NA
120000,天津市,2016,5.189774036407471,9.434178352355957,11.497293472290039,35,5869,120000,Tianjin (city),9.421443939208984,5.217205047607422,11.474117279052734,9.43626594543457,8.924571990966797,10133308,13255474,0.29000091552734375,47.66999816894531,52.040000915527344,0.1100006103515625,99.70999908447266,-0.1100006103515625,184.41802978515625,12350.40234375,0.9852875471115112,22.130163192749023,-1358.544189453125,16.399921417236328,0.7644621133804321,4,1,26,2,1,23,1.0870366096496582,1.3214300870895386,1.0880804061889648,NA,NA,NA,NA,16.399921157156417,NA,NA
120000,天津市,2017,5.235987186431885,9.494767189025879,11.552852630615234,36,6240,120000,Tianjin (city),9.47793197631836,5.176092624664307,11.514801025390625,9.491384506225586,8.92334270477295,10214364,13401006,0.23000335693359375,43.43000030517578,56.34000015258789,-0.05999755859375,99.7699966430664,0.05999755859375,176.98989868164062,13068.1337890625,0.9866373538970947,-12.38929271697998,784.0880126953125,16.41084098815918,0.7622087597846985,4,1,26,2,1,23,1.0854673385620117,1.3160696029663086,1.0872688293457031,NA,NA,NA,NA,16.410840336730047,NA,NA
120000,天津市,2018,5.281365871429443,9.553610801696777,11.60711669921875,37,6611,120000,Tianjin (city),9.517801284790039,5.212653636932373,11.545036315917969,9.531209945678711,8.918785095214844,10154902,13453440,0.1999969482421875,38.90999984741211,60.88999938964844,-0.03000640869140625,99.80000305175781,0.03000640869140625,183.58056640625,13599.6767578125,0.9866809248924255,-7.343222618103027,407.99029541015625,16.414745330810547,0.7548182606697083,4,1,26,2,1,23,1.0839428901672363,1.3108994960784912,1.0864861011505127,NA,NA,NA,NA,16.414745393392362,NA,NA
120000,天津市,2019,5.326361656188965,9.611427307128906,11.66067886352539,38,6982,120000,Tianjin (city),9.52067756652832,5.256112098693848,11.591654777526855,9.534637451171875,8.907389640808105,10210992,13501041,0.089996337890625,38.02000045776367,61.88999938964844,-0.1100006103515625,99.910003662109375,0.1100006103515625,191.73458862304688,13638.849609375,0.9861369132995605,-19.173460006713867,1500.2734375,16.418277740478516,0.7563114762306213,4,1,26,2,1,23,1.0824543237686157,1.3058812618255615,1.0857223272323608,NA,NA,NA,NA,16.41827735154686,NA,NA
120000,天津市,2020,5.371253490447998,9.668844223022461,11.71397590637207,39,7353,120000,Tianjin (city),9.508724212646484,5.329729080200195,11.608038902282715,9.523921966552734,8.899742126464844,9770482,13545162,NA,NA,NA,NA,NA,NA,206.38204956054688,13476.7900390625,0.9849171042442322,NA,NA,16.421539306640625,0.7213263511657715,4,1,26,2,1,23,1.0809900760650635,1.3009803295135498,1.0849748849868774,NA,NA,NA,NA,16.4215399935627,NA,NA
130100,石家庄市,2004,5.4311347007751465,7.4008893966674805,9.828118324279785,43,1190,130000,Hebei (province),7.230100631713867,5.41205358505249,9.675073623657227,7.380537986755371,9.336423873901367,4079640.25,9434511,0.5500030517578125,42.060001373291016,57.38999938964844,NA,99.44999694824219,NA,224.09130859375,1380.3614501953125,0.860331654548645,-11.20456600189209,69.01807403564453,16.059885025024414,0.432416707277298,7,4,NA,3,3,NA,1.0303537845611572,1.2402082681655884,1.3374388217926025,99.44999694824219,0.5500030517578125,0.04999542236328125,-0.04999542236328125,16.059884907142767,-11.20353949341344,69.01175146854476
130100,石家庄市,2005,5.496663570404053,7.500532150268555,9.917428970336914,44,1561,130000,Hebei (province),7.427469253540039,5.4432501792907715,9.85313606262207,7.556291580200195,9.334794044494629,4117516.75,9488779,0.55999755859375,40.91999816894531,58.52000045776367,0.0099945068359375,99.44000244140625,-0.0099945068359375,231.1923828125,1681.546630859375,0.8791301846504211,2.3119237422943115,-16.815465927124023,16.06562042236328,0.43393537402153015,7,4,NA,3,3,NA,1.029098629951477,1.2339978218078613,1.3319697380065918,NA,NA,NA,NA,16.06562050055927,NA,NA
